O1000161,X1,Y0
O1000162,X4,Y1
O1000163,X3,Y3
O1000164,X4,Y4
O1000165,X3,Y0
O1000166,X2,Y0
O1000167,X2,Y3
O1000168,X1,Y0
O1000169,X2,Y2
O1000170,X2,Y0
O1000171,X0,Y4
O1000172,X0,Y3
O1000173,X3,Y1
O1000174,X3,Y2
O1000175,X2,Y0
O1000176,X0,Y4
O1000177,X4,Y3
O1000178,X2,Y0
O1000179,X1,Y2
O1000180,X1,Y4
O1000181,X4,Y0
O1000182,X2,Y2
O1000183,X4,Y2
O1000184,X3,Y4
O1000185,X2,Y0
O1000186,X1,Y0
O1000187,X4,Y1
O1000188,X0,Y1
O1000189,X2,Y3
O1000190,X3,Y1
O1000191,X1,Y0
O1000192,X2,Y1
O1000193,X4,Y1
O1000194,X4,Y0
O1000195,X3,Y3
O1000196,X2,Y0
O1000197,X0,Y4
O1000198,X3,Y2
O1000199,X4,Y1
O1000200,X3,Y0
O1000201,X3,Y1
O1000202,X2,Y0
O1000203,X0,Y2
O1000204,X1,Y4
O1000205,X4,Y2
O1000206,X2,Y4
O1000207,X4,Y0
O1000208,X1,Y2
O1000209,X2,Y2
O1000210,X4,Y2
O1000211,X1,Y4
O1000212,X0,Y1
O1000213,X3,Y2
O1000214,X1,Y0
O1000215,X1,Y2
O1000216,X0,Y2
O1000217,X4,Y4
O1000218,X2,Y1
O1000219,X3,Y4
O1000220,X0,Y4
O1000221,X0,Y2
O1000222,X4,Y3
O1000223,X2,Y0
O1000224,X1,Y4
O1000225,X2,Y1
O1000226,X3,Y2
O1000227,X2,Y3
O1000228,X1,Y4
O1000229,X0,Y0
O1000230,X3,Y1
O1000231,X1,Y3
O1000232,X2,Y4
O1000233,X0,Y3
O1000234,X1,Y1
O1000235,X0,Y1
O1000236,X1,Y1
O1000237,X3,Y4
O1000238,X3,Y4
O1000239,X0,Y1
O1000240,X3,Y1
O1000241,X3,Y1
O1000242,X0,Y1
O1000243,X2,Y3
O1000244,X1,Y2
O1000245,X1,Y0
O1000246,X1,Y2
O1000247,X1,Y4
O1000248,X2,Y1
O1000249,X3,Y1
O1000250,X0,Y2
O1000251,X0,Y3
O1000252,X4,Y1
O1000253,X3,Y3
O1000254,X1,Y3
O1000255,X1,Y3
O1000256,X1,Y4
O1000257,X1,Y4
O1000258,X4,Y4
O1000259,X2,Y0
O1000260,X1,Y1
O1000261,X3,Y4
O1000262,X3,Y1
O1000263,X4,Y1
O1000264,X4,Y1
O1000265,X2,Y3
O1000266,X0,Y3
O1000267,X2,Y3
O1000268,X0,Y1
O1000269,X3,Y0
O1000270,X1,Y0
O1000271,X4,Y1
O1000272,X2,Y4
O1000273,X1,Y1
O1000274,X4,Y4
O1000275,X2,Y1
O1000276,X1,Y3
O1000277,X1,Y4
O1000278,X3,Y3
O1000279,X3,Y0
O1000280,X2,Y3
O1000281,X2,Y0
O1000282,X2,Y4
O1000283,X3,Y1
O1000284,X1,Y3
O1000285,X0,Y0
O1000286,X0,Y1
O1000287,X0,Y3
O1000288,X3,Y2
O1000289,X3,Y1
O1000290,X3,Y1
O1000291,X1,Y2
O1000292,X4,Y3
O1000293,X2,Y3
O1000294,X1,Y4
O1000295,X3,Y1
O1000296,X3,Y1
O1000297,X3,Y0
O1000298,X4,Y3
O1000299,X2,Y2
O1000300,X3,Y1
O1000301,X4,Y3
O1000302,X4,Y3
O1000303,X1,Y0
O1000304,X1,Y4
O1000305,X3,Y4
O1000306,X0,Y2
O1000307,X2,Y2
O1000308,X4,Y3
O1000309,X1,Y0
O1000310,X2,Y2
O1000311,X2,Y0
O1000312,X1,Y4
O1000313,X3,Y1
O1000314,X0,Y1
O1000315,X0,Y2
O1000316,X3,Y0
O1000317,X0,Y4
O1000318,X0,Y1
O1000319,X0,Y0
O1000320,X0,Y3
O1000321,X4,Y3
O1000322,X3,Y0
O1000323,X2,Y4
O1000324,X1,Y2
O1000325,X0,Y0
O1000326,X2,Y1
O1000327,X0,Y1
O1000328,X4,Y2
O1000329,X0,Y0
O1000330,X2,Y0
O1000331,X2,Y2
O1000332,X4,Y0
O1000333,X0,Y1
O1000334,X3,Y4
O1000335,X1,Y4
O1000336,X1,Y1
O1000337,X2,Y4
O1000338,X2,Y3
O1000339,X4,Y2
O1000340,X2,Y3
O1000341,X0,Y4
O1000342,X1,Y4
O1000343,X0,Y1
O1000344,X2,Y1
O1000345,X2,Y1
O1000346,X0,Y2
O1000347,X0,Y1
O1000348,X2,Y3
O1000349,X2,Y3
O1000350,X3,Y1
O1000351,X0,Y4
O1000352,X0,Y3
O1000353,X3,Y4
O1000354,X4,Y0
O1000355,X0,Y3
O1000356,X0,Y3
O1000357,X3,Y0
O1000358,X3,Y2
O1000359,X0,Y1
O1000360,X0,Y4
O1000361,X4,Y0
O1000362,X2,Y0
O1000363,X2,Y1
O1000364,X0,Y0
O1000365,X4,Y2
O1000366,X4,Y3
O1000367,X3,Y0
O1000368,X0,Y2
O1000369,X1,Y2
O1000370,X2,Y1
O1000371,X0,Y1
O1000372,X2,Y4
O1000373,X0,Y0
O1000374,X1,Y3
O1000375,X1,Y4
O1000376,X4,Y3
O1000377,X2,Y3
O1000378,X4,Y3
O1000379,X0,Y2
O1000380,X0,Y0
O1000381,X2,Y3
O1000382,X3,Y1
O1000383,X3,Y4
O1000384,X3,Y4
O1000385,X4,Y4
O1000386,X4,Y4
O1000387,X2,Y2
O1000388,X0,Y3
O1000389,X3,Y0
O1000390,X2,Y3
O1000391,X2,Y1
O1000392,X1,Y4
O1000393,X0,Y0
O1000394,X1,Y4
O1000395,X3,Y2
O1000396,X3,Y2
O1000397,X2,Y2
O1000398,X2,Y4
O1000399,X0,Y3
O1000400,X0,Y0
O1000401,X1,Y1
O1000402,X3,Y1
O1000403,X0,Y4
O1000404,X1,Y0
O1000405,X3,Y2
O1000406,X4,Y1
O1000407,X0,Y4
O1000408,X1,Y2
O1000409,X2,Y1
O1000410,X2,Y4
O1000411,X2,Y3
O1000412,X1,Y2
O1000413,X0,Y0
O1000414,X1,Y0
O1000415,X4,Y2
O1000416,X1,Y2
O1000417,X4,Y3
O1000418,X4,Y2
O1000419,X4,Y2
O1000420,X1,Y4
O1000421,X0,Y2
O1000422,X4,Y4
O1000423,X0,Y1
O1000424,X0,Y1
O1000425,X0,Y0
O1000426,X3,Y0
O1000427,X2,Y4
O1000428,X3,Y4
O1000429,X3,Y3
O1000430,X0,Y3
O1000431,X1,Y4
O1000432,X3,Y2
O1000433,X0,Y2
O1000434,X0,Y3
O1000435,X1,Y0
O1000436,X4,Y4
O1000437,X1,Y4
O1000438,X3,Y0
O1000439,X1,Y0
O1000440,X1,Y4
O1000441,X1,Y0
O1000442,X1,Y4
O1000443,X2,Y1
O1000444,X2,Y2
O1000445,X1,Y4
O1000446,X4,Y2
O1000447,X3,Y3
O1000448,X4,Y4
O1000449,X3,Y2
O1000450,X2,Y0
O1000451,X3,Y1
O1000452,X2,Y4
O1000453,X3,Y2
O1000454,X3,Y2
O1000455,X2,Y1
O1000456,X2,Y3
O1000457,X2,Y1
O1000458,X0,Y3
O1000459,X2,Y3
O1000460,X4,Y0
O1000461,X0,Y3
O1000462,X4,Y2
O1000463,X2,Y0
O1000464,X0,Y4
O1000465,X1,Y3
O1000466,X4,Y3
O1000467,X4,Y4
O1000468,X4,Y0
O1000469,X2,Y4
O1000470,X4,Y4
O1000471,X4,Y4
O1000472,X4,Y1
O1000473,X0,Y4
O1000474,X1,Y4
O1000475,X1,Y2
O1000476,X3,Y4
O1000477,X3,Y4
O1000478,X0,Y2
O1000479,X3,Y1
O1000480,X3,Y0
O1000481,X0,Y3
O1000482,X3,Y1
O1000483,X4,Y4
O1000484,X3,Y4
O1000485,X3,Y1
O1000486,X3,Y2
O1000487,X3,Y3
O1000488,X0,Y2
O1000489,X4,Y3
O1000490,X2,Y0
O1000491,X0,Y1
O1000492,X1,Y2
O1000493,X0,Y4
O1000494,X1,Y2
O1000495,X0,Y0
O1000496,X3,Y1
O1000497,X1,Y1
O1000498,X2,Y4
O1000499,X2,Y0
O1000500,X4,Y2
O1000501,X0,Y1
O1000502,X2,Y2
O1000503,X2,Y0
O1000504,X2,Y1
O1000505,X3,Y3
O1000506,X0,Y2
O1000507,X4,Y3
O1000508,X3,Y1
O1000509,X4,Y1
O1000510,X2,Y0
O1000511,X4,Y1
O1000512,X3,Y3
O1000513,X3,Y1
O1000514,X4,Y4
O1000515,X0,Y1
O1000516,X1,Y3
O1000517,X4,Y0
O1000518,X1,Y2
O1000519,X0,Y0
O1000520,X1,Y1
O1000521,X2,Y2
O1000522,X3,Y1
O1000523,X0,Y1
O1000524,X2,Y4
O1000525,X2,Y2
O1000526,X3,Y2
O1000527,X1,Y0
O1000528,X1,Y3
O1000529,X1,Y2
O1000530,X4,Y1
O1000531,X3,Y0
O1000532,X1,Y0
O1000533,X2,Y2
O1000534,X4,Y2
O1000535,X3,Y4
O1000536,X4,Y1
O1000537,X2,Y3
O1000538,X1,Y2
O1000539,X4,Y2
O1000540,X4,Y0
O1000541,X4,Y2
O1000542,X2,Y2
O1000543,X4,Y4
O1000544,X4,Y2
O1000545,X1,Y3
O1000546,X4,Y1
O1000547,X0,Y3
O1000548,X2,Y4
O1000549,X0,Y2
O1000550,X1,Y1
O1000551,X4,Y0
O1000552,X3,Y1
O1000553,X4,Y3
O1000554,X3,Y0
O1000555,X1,Y0
O1000556,X1,Y1
O1000557,X3,Y1
O1000558,X3,Y0
O1000559,X3,Y0
O1000560,X0,Y1
O1000561,X2,Y4
O1000562,X2,Y4
O1000563,X0,Y0
O1000564,X2,Y0
O1000565,X3,Y3
O1000566,X2,Y3
O1000567,X0,Y0
O1000568,X2,Y1
O1000569,X3,Y2
O1000570,X0,Y2
O1000571,X0,Y0
O1000572,X4,Y2
O1000573,X1,Y1
O1000574,X0,Y4
O1000575,X1,Y2
O1000576,X4,Y4
O1000577,X1,Y3
O1000578,X1,Y2
O1000579,X4,Y1
O1000580,X4,Y1
O1000581,X1,Y1
O1000582,X3,Y0
O1000583,X4,Y3
O1000584,X3,Y2
O1000585,X3,Y0
O1000586,X2,Y0
O1000587,X2,Y1
O1000588,X4,Y1
O1000589,X1,Y2
O1000590,X3,Y1
O1000591,X3,Y0
O1000592,X3,Y4
O1000593,X0,Y4
O1000594,X1,Y2
O1000595,X2,Y0
O1000596,X4,Y1
O1000597,X0,Y2
O1000598,X0,Y3
O1000599,X0,Y1
O1000600,X4,Y0
O1000601,X1,Y1
O1000602,X1,Y3
O1000603,X0,Y0
O1000604,X1,Y4
O1000605,X0,Y2
O1000606,X3,Y0
O1000607,X0,Y1
O1000608,X4,Y2
O1000609,X3,Y3
O1000610,X3,Y4
O1000611,X1,Y2
O1000612,X2,Y3
O1000613,X2,Y2
O1000614,X3,Y3
O1000615,X2,Y2
O1000616,X3,Y4
O1000617,X3,Y0
O1000618,X2,Y3
O1000619,X1,Y2
O1000620,X4,Y1
O1000621,X4,Y3
O1000622,X3,Y2
O1000623,X0,Y0
O1000624,X3,Y0
O1000625,X1,Y4
O1000626,X1,Y1
O1000627,X2,Y0
O1000628,X2,Y4
O1000629,X2,Y1
O1000630,X2,Y2
O1000631,X0,Y2
O1000632,X0,Y3
O1000633,X2,Y2
O1000634,X0,Y1
O1000635,X4,Y4
O1000636,X0,Y2
O1000637,X1,Y2
O1000638,X3,Y0
O1000639,X3,Y0
O1000640,X2,Y1
O1000641,X0,Y0
O1000642,X0,Y1
O1000643,X3,Y1
O1000644,X1,Y0
O1000645,X4,Y3
O1000646,X4,Y1
O1000647,X4,Y2
O1000648,X1,Y4
O1000649,X1,Y4
O1000650,X1,Y3
O1000651,X4,Y2
O1000652,X0,Y2
O1000653,X2,Y1
O1000654,X2,Y1
O1000655,X2,Y3
O1000656,X4,Y2
O1000657,X4,Y3
O1000658,X2,Y3
O1000659,X4,Y4
O1000660,X2,Y3
O1000661,X2,Y3
O1000662,X4,Y1
O1000663,X1,Y2
O1000664,X1,Y0
O1000665,X3,Y4
O1000666,X1,Y2
O1000667,X1,Y3
O1000668,X0,Y0
O1000669,X2,Y0
O1000670,X0,Y4
O1000671,X0,Y4
O1000672,X3,Y0
O1000673,X2,Y4
O1000674,X3,Y1
O1000675,X4,Y4
O1000676,X4,Y1
O1000677,X0,Y2
O1000678,X4,Y3
O1000679,X2,Y2
O1000680,X4,Y3
O1000681,X0,Y0
O1000682,X3,Y1
O1000683,X2,Y1
O1000684,X0,Y4
O1000685,X1,Y1
O1000686,X1,Y1
O1000687,X4,Y3
O1000688,X2,Y2
O1000689,X0,Y3
O1000690,X4,Y1
O1000691,X0,Y4
O1000692,X2,Y0
O1000693,X1,Y4
O1000694,X3,Y0
O1000695,X4,Y4
O1000696,X2,Y2
O1000697,X3,Y0
O1000698,X1,Y4
O1000699,X0,Y4
O1000700,X4,Y2
O1000701,X3,Y2
O1000702,X0,Y2
O1000703,X1,Y3
O1000704,X2,Y4
O1000705,X3,Y1
O1000706,X1,Y4
O1000707,X4,Y4
O1000708,X2,Y0
O1000709,X2,Y1
O1000710,X2,Y1
O1000711,X4,Y3
O1000712,X3,Y4
O1000713,X3,Y0
O1000714,X3,Y2
O1000715,X3,Y1
O1000716,X3,Y4
O1000717,X0,Y3
O1000718,X4,Y3
O1000719,X1,Y2
O1000720,X3,Y2
O1000721,X4,Y2
O1000722,X3,Y0
O1000723,X2,Y0
O1000724,X0,Y1
O1000725,X4,Y2
O1000726,X1,Y2
O1000727,X2,Y3
O1000728,X0,Y1
O1000729,X1,Y1
O1000730,X1,Y0
O1000731,X1,Y3
O1000732,X0,Y1
O1000733,X3,Y2
O1000734,X1,Y3
O1000735,X0,Y2
O1000736,X4,Y2
O1000737,X0,Y0
O1000738,X2,Y1
O1000739,X4,Y3
O1000740,X4,Y4
O1000741,X0,Y1
O1000742,X0,Y1
O1000743,X3,Y4
O1000744,X4,Y2
O1000745,X4,Y1
O1000746,X3,Y3
O1000747,X3,Y1
O1000748,X4,Y4
O1000749,X4,Y0
O1000750,X0,Y0
O1000751,X2,Y2
O1000752,X0,Y2
O1000753,X0,Y0
O1000754,X2,Y1
O1000755,X1,Y0
O1000756,X3,Y4
O1000757,X1,Y3
O1000758,X4,Y1
O1000759,X0,Y4
O1000760,X3,Y4
O1000761,X1,Y2
O1000762,X1,Y4
O1000763,X0,Y1
O1000764,X2,Y0
O1000765,X3,Y3
O1000766,X0,Y0
O1000767,X4,Y4
O1000768,X0,Y2
O1000769,X3,Y2
O1000770,X4,Y2
O1000771,X1,Y1
O1000772,X0,Y1
O1000773,X2,Y1
O1000774,X4,Y0
O1000775,X1,Y4
O1000776,X0,Y2
O1000777,X1,Y4
O1000778,X1,Y0
O1000779,X3,Y1
O1000780,X0,Y2
O1000781,X1,Y3
O1000782,X2,Y0
O1000783,X4,Y4
O1000784,X4,Y4
O1000785,X0,Y1
O1000786,X3,Y4
O1000787,X1,Y1
O1000788,X2,Y1
O1000789,X0,Y4
O1000790,X0,Y2
O1000791,X1,Y1
O1000792,X3,Y4
O1000793,X1,Y1
O1000794,X0,Y1
O1000795,X1,Y0
O1000796,X3,Y0
O1000797,X2,Y2
O1000798,X3,Y1
O1000799,X1,Y4
O1000800,X2,Y3
O1000801,X4,Y2
O1000802,X0,Y1
O1000803,X0,Y4
O1000804,X2,Y2
O1000805,X1,Y3
O1000806,X1,Y4
O1000807,X3,Y3
O1000808,X3,Y1
O1000809,X2,Y3
O1000810,X1,Y4
O1000811,X4,Y1
O1000812,X2,Y4
O1000813,X2,Y3
O1000814,X2,Y0
O1000815,X3,Y1
O1000816,X3,Y0
O1000817,X2,Y4
O1000818,X0,Y0
O1000819,X2,Y0
O1000820,X0,Y0
O1000821,X0,Y2
O1000822,X3,Y4
O1000823,X3,Y3
O1000824,X4,Y2
O1000825,X4,Y2
O1000826,X1,Y1
O1000827,X1,Y0
O1000828,X4,Y0
O1000829,X2,Y3
O1000830,X3,Y3
O1000831,X2,Y0
O1000832,X0,Y1
O1000833,X2,Y1
O1000834,X4,Y0
O1000835,X4,Y1
O1000836,X4,Y2
O1000837,X2,Y1
O1000838,X0,Y1
O1000839,X1,Y0
O1000840,X2,Y1
O1000841,X0,Y0
O1000842,X2,Y3
O1000843,X3,Y3
O1000844,X4,Y2
O1000845,X3,Y2
O1000846,X3,Y2
O1000847,X0,Y4
O1000848,X4,Y2
O1000849,X4,Y1
O1000850,X0,Y0
O1000851,X2,Y4
O1000852,X2,Y1
O1000853,X3,Y1
O1000854,X4,Y2
O1000855,X2,Y1
O1000856,X0,Y2
O1000857,X1,Y3
O1000858,X3,Y0
O1000859,X0,Y4
O1000860,X0,Y0
O1000861,X3,Y4
O1000862,X0,Y4
O1000863,X4,Y4
O1000864,X0,Y4
O1000865,X0,Y3
O1000866,X0,Y4
O1000867,X2,Y1
O1000868,X3,Y4
O1000869,X2,Y0
O1000870,X0,Y0
O1000871,X1,Y1
O1000872,X2,Y2
O1000873,X0,Y1
O1000874,X0,Y1
O1000875,X2,Y2
O1000876,X1,Y1
O1000877,X4,Y4
O1000878,X2,Y2
O1000879,X1,Y3
O1000880,X0,Y1
O1000881,X2,Y0
O1000882,X2,Y4
O1000883,X0,Y1
O1000884,X4,Y1
O1000885,X4,Y3
O1000886,X4,Y2
O1000887,X4,Y2
O1000888,X0,Y1
O1000889,X3,Y0
O1000890,X1,Y3
O1000891,X4,Y2
O1000892,X4,Y2
O1000893,X1,Y2
O1000894,X1,Y0
O1000895,X4,Y0
O1000896,X3,Y2
O1000897,X0,Y4
O1000898,X4,Y4
O1000899,X4,Y3
O1000900,X3,Y2
O1000901,X0,Y0
O1000902,X2,Y2
O1000903,X4,Y2
O1000904,X1,Y2
O1000905,X0,Y3
O1000906,X3,Y2
O1000907,X2,Y4
O1000908,X1,Y4
O1000909,X3,Y2
O1000910,X0,Y0
O1000911,X3,Y4
O1000912,X4,Y2
O1000913,X2,Y4
O1000914,X0,Y1
O1000915,X1,Y3
O1000916,X1,Y1
O1000917,X1,Y2
O1000918,X2,Y0
O1000919,X2,Y3
O1000920,X3,Y2
O1000921,X4,Y3
O1000922,X1,Y4
O1000923,X4,Y0
O1000924,X2,Y0
O1000925,X1,Y0
O1000926,X4,Y1
O1000927,X1,Y2
O1000928,X1,Y2
O1000929,X4,Y1
O1000930,X0,Y3
O1000931,X2,Y3
O1000932,X3,Y0
O1000933,X0,Y4
O1000934,X2,Y0
O1000935,X1,Y4
O1000936,X1,Y1
O1000937,X4,Y3
O1000938,X3,Y3
O1000939,X2,Y4
O1000940,X0,Y4
O1000941,X4,Y4
O1000942,X2,Y2
O1000943,X4,Y1
O1000944,X0,Y3
O1000945,X3,Y1
O1000946,X0,Y0
O1000947,X0,Y3
O1000948,X3,Y0
O1000949,X0,Y4
O1000950,X0,Y2
O1000951,X2,Y4
O1000952,X2,Y0
O1000953,X0,Y1
O1000954,X2,Y4
O1000955,X4,Y0
O1000956,X2,Y4
O1000957,X0,Y0
O1000958,X2,Y1
O1000959,X3,Y4
O1000960,X4,Y2
O1000961,X4,Y1
O1000962,X4,Y3
O1000963,X4,Y2
O1000964,X2,Y4
O1000965,X2,Y1
O1000966,X0,Y0
O1000967,X4,Y2
O1000968,X0,Y2
O1000969,X1,Y4
O1000970,X2,Y0
O1000971,X2,Y2
O1000972,X3,Y1
O1000973,X4,Y3
O1000974,X2,Y2
O1000975,X3,Y2
O1000976,X1,Y2
O1000977,X4,Y0
O1000978,X1,Y0
O1000979,X0,Y1
O1000980,X4,Y2
O1000981,X1,Y0
O1000982,X1,Y0
O1000983,X1,Y2
O1000984,X4,Y0
O1000985,X2,Y3
O1000986,X0,Y2
O1000987,X2,Y3
O1000988,X0,Y3
O1000989,X1,Y1
O1000990,X1,Y3
O1000991,X3,Y3
O1000992,X4,Y0
O1000993,X4,Y0
O1000994,X4,Y4
O1000995,X4,Y0
O1000996,X1,Y3
O1000997,X2,Y3
O1000998,X0,Y0
O1000999,X1,Y3
O10001000,X2,Y3
O10001001,X4,Y0
O10001002,X0,Y4
O10001003,X0,Y1
O10001004,X2,Y3
O10001005,X3,Y0
O10001006,X0,Y1
O10001007,X4,Y4
O10001008,X4,Y1
O10001009,X0,Y1
O10001010,X2,Y2
O10001011,X1,Y4
O10001012,X3,Y0
O10001013,X4,Y3
O10001014,X1,Y4
O10001015,X4,Y3
O10001016,X0,Y4
O10001017,X2,Y2
O10001018,X2,Y0
O10001019,X1,Y3
O10001020,X0,Y2
O10001021,X0,Y0
O10001022,X4,Y2
O10001023,X3,Y3
O10001024,X2,Y1
O10001025,X2,Y0
O10001026,X0,Y2
O10001027,X3,Y0
O10001028,X4,Y0
O10001029,X0,Y2
O10001030,X0,Y4
O10001031,X4,Y0
O10001032,X0,Y2
O10001033,X0,Y2
O10001034,X1,Y1
O10001035,X3,Y3
O10001036,X0,Y0
O10001037,X4,Y3
O10001038,X4,Y0
O10001039,X3,Y2
O10001040,X1,Y3
O10001041,X3,Y1
O10001042,X2,Y2
O10001043,X0,Y1
O10001044,X2,Y4
O10001045,X1,Y0
O10001046,X2,Y2
O10001047,X0,Y1
O10001048,X2,Y4
O10001049,X4,Y0
O10001050,X0,Y4
O10001051,X4,Y4
O10001052,X2,Y0
O10001053,X2,Y2
O10001054,X3,Y4
O10001055,X0,Y2
O10001056,X1,Y1
O10001057,X2,Y3
O10001058,X0,Y1
O10001059,X4,Y2
O10001060,X2,Y3
O10001061,X0,Y0
O10001062,X0,Y0
O10001063,X1,Y4
O10001064,X3,Y4
O10001065,X3,Y4
O10001066,X2,Y0
O10001067,X1,Y1
O10001068,X1,Y2
O10001069,X1,Y2
O10001070,X4,Y4
O10001071,X0,Y4
O10001072,X0,Y3
O10001073,X3,Y4
O10001074,X4,Y1
O10001075,X1,Y2
O10001076,X0,Y2
O10001077,X2,Y0
O10001078,X0,Y4
O10001079,X0,Y1
O10001080,X4,Y0
O10001081,X2,Y4
O10001082,X2,Y3
O10001083,X1,Y2
O10001084,X2,Y2
O10001085,X4,Y0
O10001086,X1,Y0
O10001087,X0,Y0
O10001088,X0,Y3
O10001089,X0,Y0
O10001090,X0,Y1
O10001091,X3,Y1
O10001092,X2,Y2
O10001093,X1,Y2
O10001094,X0,Y3
O10001095,X1,Y1
O10001096,X4,Y1
O10001097,X1,Y0
O10001098,X3,Y4
O10001099,X3,Y2
O10001100,X4,Y2
O10001101,X3,Y3
O10001102,X4,Y0
O10001103,X1,Y4
O10001104,X0,Y1
O10001105,X2,Y3
O10001106,X0,Y3
O10001107,X0,Y4
O10001108,X0,Y0
O10001109,X2,Y0
O10001110,X4,Y2
O10001111,X2,Y3
O10001112,X1,Y3
O10001113,X1,Y4
O10001114,X4,Y0
O10001115,X2,Y2
O10001116,X2,Y2
O10001117,X0,Y1
O10001118,X2,Y2
O10001119,X4,Y2
O10001120,X1,Y4
O10001121,X3,Y2
O10001122,X0,Y1
O10001123,X4,Y3
O10001124,X4,Y1
O10001125,X0,Y2
O10001126,X1,Y3
O10001127,X2,Y2
O10001128,X2,Y2
O10001129,X1,Y3
O10001130,X2,Y3
O10001131,X2,Y3
O10001132,X0,Y2
O10001133,X3,Y1
O10001134,X2,Y1
O10001135,X3,Y2
O10001136,X1,Y0
O10001137,X4,Y4
O10001138,X1,Y1
O10001139,X3,Y0
O10001140,X0,Y2
O10001141,X0,Y0
O10001142,X0,Y4
O10001143,X3,Y1
O10001144,X2,Y0
O10001145,X2,Y1
O10001146,X0,Y0
O10001147,X2,Y2
O10001148,X2,Y4
O10001149,X0,Y4
O10001150,X1,Y0
O10001151,X1,Y0
O10001152,X1,Y3
O10001153,X4,Y2
O10001154,X4,Y0
O10001155,X4,Y3
O10001156,X4,Y2
O10001157,X3,Y3
O10001158,X1,Y3
O10001159,X1,Y0
O10001160,X1,Y0
O10001161,X4,Y4
O10001162,X3,Y3
O10001163,X3,Y3
O10001164,X4,Y3
O10001165,X1,Y1
O10001166,X3,Y0
O10001167,X0,Y3
O10001168,X1,Y4
O10001169,X3,Y1
O10001170,X0,Y4
O10001171,X1,Y3
O10001172,X0,Y2
O10001173,X0,Y0
O10001174,X1,Y3
