"""PID"":""287d314621361f13c965567b7666b2eb472c0207177c58ee542fc4a0f0da3824""","""O"":""r""","""X"":""X3""","""Y"":""Y2""","""A"":""A2""","""B"":""B4""","""C"":""C4""","""D"":""D4"""
"""PID"":""3d9d9761dd396b42531258df09ccfda12c7164166632a5e8996ecb9ae41578bc""","""O"":""r""","""X"":""X3""","""Y"":""Y2""","""A"":""A4""","""B"":""B4""","""C"":""C3"""
"""PID"":""352d203e5b42c2503f712785de4a40a699c8cfafd99bc06338a3973623d78b21""","""O"":""w""","""X"":""X3""","""Y"":""Y0""","""A"":""A5""","""B"":""B3""","""C"":""C1""","""D"":""D0"""
"""PID"":""fc0e5bb15e9a60ee8987f272e83cc655efe6c4fb74c5c41f029e23811ac08621""","""O"":""r""","""X"":""X3""","""Y"":""Y5""","""A"":""A4""","""C"":""C2""","""D"":""D4"""
"""PID"":""98d570a3e2e51c32083d2b73fa4e82e48a8ae11303625a6b95295befa67c86fd""","""O"":""r""","""X"":""X3""","""Y"":""Y5""","""A"":""A3""","""C"":""C3"""
"""PID"":""928760fadf5c22e8ec96d23d41f63fc6e5810329e0ac9dc551a5eb89f5a25d2d""","""O"":""w""","""X"":""X1""","""Y"":""Y1""","""A"":""A5""","""B"":""B4""","""C"":""C0"""
"""PID"":""635b7aa9a820aa9d3e6cc5897c7ae3f16a9d1371a4e3eecd0a9f3930836f8735""","""O"":""r""","""X"":""X4""","""Y"":""Y2""","""A"":""A1""","""B"":""B0""","""C"":""C0""","""D"":""D2"""
"""PID"":""4bfface700509f07938bf6b862a057c07dac8765b36b7eccf36da44884bde050""","""O"":""r""","""X"":""X4""","""Y"":""Y2""","""A"":""A1""","""B"":""B4""","""C"":""C4"""
"""PID"":""d3afa717f7b2abc5df649de3e596301b37db88a08cfca30d522dca0915d19ac1""","""O"":""r""","""X"":""X2""","""Y"":""Y0""","""A"":""A0""","""B"":""B4""","""C"":""C2""","""D"":""D4"""
"""PID"":""c82d9e16123dec9efed7dc69b9d5bf02a3abdaa791b58aec4f3dac728826a800""","""O"":""r""","""X"":""X2""","""Y"":""Y0""","""A"":""A0""","""B"":""B1""","""C"":""C2""","""D"":""D1"""
"""PID"":""97e4d07e639f2d9b4e35fcf8a9d7f20078874160b95b1520be0ccb53aeac51f6""","""O"":""w""","""X"":""X0""","""Y"":""Y4""","""A"":""A2""","""B"":""B3""","""C"":""C5""","""D"":""D4"""
"""PID"":""93643bedd7da3dd23a9ef48cf5ebe2a83b5b2fb8243f8596693184786d2c9724""","""O"":""w""","""X"":""X0""","""Y"":""Y4""","""A"":""A0""","""B"":""B5""","""C"":""C5"""
"""PID"":""3d6896a80c49aab88290750dea939d01992913e15b14773715c45b28fad90938""","""O"":""w""","""X"":""X2""","""Y"":""Y2""","""A"":""A2""","""B"":""B2""","""D"":""D2"""
"""PID"":""8635e5101f05266a2292536b4bdb76bf169e95a08a5f118a7f7b2924345c1a6e""","""O"":""w""","""X"":""X2""","""Y"":""Y2""","""A"":""A0""","""B"":""B5""","""C"":""C3""","""D"":""D0"""
"""PID"":""ecea2ed15865f0c4816b1503559f170bad471ecfbb131924bbff5294ad8a873a""","""O"":""r""","""X"":""X4""","""Y"":""Y0""","""A"":""A4""","""B"":""B4""","""C"":""C0""","""D"":""D3"""
"""PID"":""bfacbf046a1722b415ba58d08839844a3ab187bd999e44c3d2732e5e3751dcc9""","""O"":""r""","""X"":""X4""","""Y"":""Y0""","""A"":""A0""","""B"":""B4""","""C"":""C0""","""D"":""D0"""
"""PID"":""87e625a2eced1412e555f2285797b0874063744a2061f3f18d2636516568b741""","""O"":""w""","""X"":""X2""","""Y"":""Y0""","""A"":""A4""","""B"":""B2""","""C"":""C1""","""D"":""D5"""
"""PID"":""7c71326dbec0b952e7e99394330f5722938b51ccb2657c698f47f5d8edbee6d1""","""O"":""r""","""X"":""X5""","""Y"":""Y3""","""A"":""A0""","""B"":""B0""","""C"":""C0""","""D"":""D4"""
"""PID"":""89f786abab18ef5d4b4d12da2234fe955ee8b8ae0b44f7ff21893dca5cb71b47""","""O"":""r""","""X"":""X5""","""Y"":""Y3""","""A"":""A1""","""B"":""B5""","""C"":""C3""","""D"":""D1"""
"""PID"":""c0bd67b440e061093597cfb72bd31bf0c863c20d2f9740d42568f0cb337f4ca9""","""O"":""r""","""X"":""X0""","""Y"":""Y3""","""A"":""A1""","""B"":""B0""","""C"":""C4""","""D"":""D5"""
"""PID"":""2f5181edf76ec73e4ea6111ae3ed85f597de431dc1b7988b7868df514e8d79ef""","""O"":""r""","""X"":""X1""","""Y"":""Y2""","""A"":""A3""","""B"":""B5""","""C"":""C3"""
"""PID"":""6e7b3479db499324b63e3a5acadc61d8f0947086492c699af9091b44daf8b864""","""O"":""r""","""X"":""X3""","""Y"":""Y1""","""A"":""A1""","""B"":""B5""","""C"":""C1"""
"""PID"":""b3bc1e26fcd960b9d7a27ab2918cecec338eae56bfb3d5c7e973b9590b03dd2b""","""O"":""w""","""X"":""X0""","""Y"":""Y0""","""A"":""A4""","""B"":""B0""","""C"":""C5""","""D"":""D1"""
"""PID"":""41b3cf4d1b6d2009dd77a3a6f4bc5e6e1e102567778f464b49d4c0d5b3404c38""","""O"":""w""","""X"":""X4""","""Y"":""Y2""","""A"":""A4""","""B"":""B4""","""C"":""C2""","""D"":""D5"""
"""PID"":""cce17319c7084e68f4330c91751d6c7781f4083edd4b459eaa4898eee42e5d52""","""O"":""r""","""X"":""X0""","""Y"":""Y4""","""A"":""A4""","""B"":""B3""","""C"":""C2""","""D"":""D4"""
"""PID"":""b16fca02c0c370586c11b6bfe5807709331f216bb924b866e6e3dffd863469d5""","""O"":""w""","""X"":""X1""","""Y"":""Y4""","""A"":""A5""","""C"":""C4"""
"""PID"":""5b7a5be895a13819686278c6b8829c78ed785da0f8816851a2b515e02a4933d4""","""O"":""w""","""X"":""X2""","""Y"":""Y1""","""A"":""A0""","""B"":""B0""","""C"":""C0""","""D"":""D2"""
"""PID"":""0017317b656ef87940228226da7c1cbee09bbd2310d02397cd10f2bd8f6a2e9e""","""O"":""w""","""X"":""X2""","""Y"":""Y1""","""A"":""A3""","""B"":""B3""","""C"":""C5"""
"""PID"":""102ac924dd059e89c59f50b1c24095024396069d467cb0ffbd2f4d70168c72c1""","""O"":""w""","""X"":""X1""","""Y"":""Y5""","""A"":""A0""","""B"":""B5"""
"""PID"":""469e709acee0e589924eb93d653efca0cc2a89ae730f40e5bfcdf41df00a4089""","""O"":""w""","""X"":""X1""","""Y"":""Y5""","""A"":""A5""","""B"":""B3""","""C"":""C4""","""D"":""D3"""
"""PID"":""b1b6279ad4a7ae1b0eed86181fce5981795e439eb0ee2d713ce537e5c34f7194""","""O"":""r""","""X"":""X5""","""Y"":""Y1""","""A"":""A2""","""B"":""B2""","""C"":""C5""","""D"":""D0"""
"""PID"":""307c762d93c247538a20b57e872327ed2aa66bf0a0e6e336c0c97df71f750947""","""O"":""w""","""X"":""X3""","""Y"":""Y3""","""A"":""A5""","""B"":""B0""","""C"":""C4""","""D"":""D3"""
"""PID"":""cf9ec21d12dff1b60aa4cd31e6831199463e5bc3fcf062408f7b768888386044""","""O"":""w""","""X"":""X4""","""Y"":""Y3""","""B"":""B2""","""C"":""C0""","""D"":""D1"""
"""PID"":""c2c4715170f1c79e214dfb2467ae2acfec31785970b0da0d48ec25264be1116b""","""O"":""w""","""X"":""X5""","""Y"":""Y0""","""A"":""A3""","""B"":""B3""","""C"":""C2""","""D"":""D5"""
"""PID"":""1cd2b61b68496a0cfc6f8d326f9bb7e9ca5a072a3f23ae3084532368bb7807e7""","""O"":""r""","""X"":""X4""","""Y"":""Y3""","""B"":""B1""","""C"":""C0"""
"""PID"":""cee9606a1b9f7b347846cdaea51b319db794f00f0c9bd2b36bc831334ce8f020""","""O"":""r""","""X"":""X5""","""Y"":""Y5""","""A"":""A0""","""B"":""B2""","""C"":""C0""","""D"":""D2"""
