S1000178,A2,B3,C3,D2,E3
S1000179,A1,B1,C2,D0,E0
S1000180,A0,B2,C2,D3,E0
S1000181,A0,B3,C3,D0,E3
S1000182,A1,B3,C2,D2,E0
S1000183,A2,B1,C0,D3,E0
S1000184,A2,B2,C2,D1,E3
S1000185,A0,B1,C3,D2,E0
S1000186,A2,B1,C1,D0,E0
S1000187,A0,B0,C0,D1,E1
S1000188,A0,B0,C2,D2,E0
S1000189,A0,B0,C1,D0,E2
S1000190,A0,B2,C0,D1,E1
S1000191,A2,B2,C3,D3,E2
S1000192,A2,B0,C0,D0,E1
S1000193,A0,B0,C2,D2,E2
S1000194,A1,B2,C3,D3,E2
S1000195,A2,B3,C0,D1,E2
S1000196,A3,B3,C3,D2,E3
S1000197,A3,B1,C1,D0,E2
S1000198,A0,B3,C2,D1,E1
S1000199,A2,B0,C3,D2,E3
S1000200,A3,B2,C1,D0,E2
S1000201,A3,B1,C3,D2,E1
S1000202,A1,B0,C0,D3,E2
S1000203,A3,B0,C3,D1,E3
S1000204,A3,B2,C3,D2,E2
S1000205,A1,B0,C2,D3,E2
S1000206,A2,B0,C3,D1,E0
S1000207,A1,B2,C1,D2,E3
S1000208,A0,B2,C3,D0,E2
S1000209,A1,B3,C0,D2,E0
S1000210,A2,B0,C3,D0,E1
S1000211,A1,B1,C1,D2,E1
S1000212,A0,B2,C3,D3,E0
S1000213,A1,B1,C0,D0,E2
S1000214,A0,B2,C2,D2,E1
S1000215,A0,B1,C3,D3,E2
S1000216,A0,B3,C3,D1,E1
S1000217,A3,B1,C2,D2,E2
S1000218,A3,B2,C0,D0,E1
S1000219,A0,B0,C3,D1,E1
S1000220,A2,B2,C3,D2,E2
S1000221,A3,B0,C0,D0,E1
S1000222,A3,B2,C2,D1,E1
S1000223,A1,B1,C2,D3,E2
S1000224,A1,B0,C0,D0,E1
S1000225,A2,B3,C0,D2,E0
S1000226,A1,B1,C2,D3,E2
S1000227,A1,B3,C3,D0,E1
S1000228,A2,B1,C0,D2,E0
S1000229,A3,B3,C2,D0,E1
S1000230,A1,B1,C3,D1,E0
S1000231,A2,B2,C2,D3,E2
S1000232,A2,B3,C3,D0,E1
S1000233,A1,B1,C1,D1,E2
S1000234,A1,B0,C3,D3,E2
S1000235,A2,B2,C3,D1,E1
S1000236,A0,B2,C2,D2,E3
S1000237,A0,B1,C3,D3,E2
S1000238,A1,B2,C1,D1,E1
S1000239,A1,B3,C3,D2,E0
S1000240,A3,B1,C0,D0,E1
S1000241,A0,B1,C0,D2,E0
S1000242,A2,B3,C3,D0,E1
S1000243,A3,B3,C2,D1,E0
S1000244,A3,B3,C1,D3,E2
S1000245,A0,B2,C0,D0,E3
S1000246,A3,B1,C0,D2,E3
S1000247,A2,B0,C3,D0,E2
S1000248,A3,B2,C3,D1,E3
S1000249,A1,B3,C2,D3,E3
S1000250,A1,B2,C1,D1,E0
S1000251,A2,B2,C1,D3,E0
S1000252,A2,B2,C2,D0,E1
S1000253,A3,B0,C2,D2,E3
S1000254,A1,B3,C1,D3,E2
S1000255,A1,B3,C1,D0,E2
S1000256,A1,B3,C2,D3,E0
S1000257,A1,B1,C3,D1,E3
S1000258,A2,B3,C3,D2,E3
S1000259,A1,B1,C3,D0,E0
S1000260,A2,B1,C2,D1,E3
S1000261,A1,B3,C3,D0,E1
S1000262,A1,B0,C1,D0,E0
S1000263,A0,B2,C0,D2,E1
S1000264,A0,B0,C2,D3,E1
S1000265,A0,B2,C1,D1,E0
S1000266,A2,B2,C0,D3,E1
S1000267,A0,B0,C2,D0,E1
S1000268,A1,B0,C3,D1,E1
S1000269,A0,B0,C0,D3,E0
S1000270,A3,B3,C3,D0,E2
S1000271,A0,B3,C1,D2,E1
S1000272,A3,B0,C3,D3,E1
S1000273,A3,B3,C3,D1,E1
S1000274,A3,B1,C2,D2,E1
S1000275,A3,B3,C3,D0,E0
S1000276,A1,B2,C0,D1,E1
S1000277,A2,B0,C3,D3,E1
S1000278,A2,B0,C0,D0,E0
S1000279,A1,B1,C2,D1,E1
S1000280,A2,B0,C3,D3,E1
S1000281,A1,B2,C0,D0,E1
S1000282,A0,B0,C2,D2,E1
S1000283,A1,B3,C2,D0,E2
S1000284,A2,B2,C2,D1,E1
S1000285,A3,B1,C0,D2,E1
S1000286,A1,B3,C2,D0,E2
S1000287,A3,B1,C1,D2,E2
S1000288,A0,B1,C2,D0,E1
S1000289,A0,B1,C1,D1,E3
S1000290,A1,B2,C2,D3,E1
S1000291,A1,B2,C3,D0,E0
S1000292,A3,B0,C1,D2,E0
S1000293,A0,B0,C1,D3,E0
S1000294,A3,B2,C1,D1,E1
S1000295,A2,B0,C3,D3,E0
S1000296,A0,B1,C1,D3,E0
S1000297,A2,B0,C1,D0,E2
S1000298,A0,B2,C0,D1,E3
S1000299,A2,B0,C1,D3,E2
S1000300,A2,B1,C3,D0,E3
S1000301,A2,B1,C1,D1,E2
S1000302,A1,B1,C1,D2,E2
S1000303,A2,B3,C0,D0,E3
S1000304,A2,B2,C0,D2,E2
S1000305,A1,B0,C0,D3,E3
S1000306,A1,B2,C0,D1,E3
S1000307,A1,B0,C2,D2,E2
S1000308,A0,B3,C0,D0,E3
S1000309,A0,B2,C3,D1,E3
S1000310,A2,B3,C3,D3,E0
S1000311,A0,B0,C2,D0,E3
S1000312,A1,B3,C0,D2,E1
S1000313,A1,B2,C0,D0,E0
S1000314,A3,B1,C3,D0,E3
S1000315,A1,B3,C1,D2,E0
S1000316,A1,B3,C2,D3,E0
S1000317,A3,B3,C2,D1,E3
S1000318,A0,B1,C1,D2,E0
S1000319,A0,B0,C0,D1,E2
S1000320,A0,B3,C1,D2,E1
S1000321,A2,B2,C2,D0,E1
S1000322,A3,B2,C0,D1,E2
S1000323,A2,B1,C3,D3,E1
S1000324,A2,B0,C3,D0,E3
S1000325,A2,B3,C1,D1,E2
S1000326,A3,B0,C3,D0,E1
S1000327,A2,B2,C0,D0,E3
S1000328,A2,B3,C1,D2,E2
S1000329,A3,B0,C0,D3,E1
S1000330,A1,B3,C3,D1,E2
S1000331,A1,B3,C0,D3,E2
S1000332,A1,B3,C0,D0,E3
S1000333,A1,B1,C2,D2,E2
S1000334,A1,B0,C2,D3,E3
S1000335,A1,B3,C0,D0,E2
S1000336,A3,B1,C3,D2,E2
S1000337,A0,B0,C2,D3,E3
S1000338,A0,B0,C3,D1,E2
S1000339,A3,B0,C3,D2,E2
S1000340,A0,B3,C2,D0,E3
S1000341,A2,B2,C1,D1,E2
S1000342,A3,B1,C3,D3,E2
S1000343,A0,B2,C3,D0,E0
S1000344,A0,B0,C2,D2,E3
S1000345,A0,B3,C3,D3,E3
S1000346,A3,B2,C3,D0,E2
S1000347,A3,B1,C2,D2,E0
S1000348,A2,B3,C1,D0,E0
S1000349,A2,B1,C2,D1,E3
S1000350,A3,B3,C2,D3,E0
S1000351,A1,B1,C1,D0,E0
S1000352,A1,B1,C2,D1,E2
S1000353,A2,B3,C1,D3,E0
S1000354,A0,B2,C1,D0,E3
S1000355,A1,B3,C0,D2,E1
S1000356,A2,B2,C1,D3,E0
S1000357,A0,B1,C2,D0,E3
S1000358,A1,B2,C1,D2,E0
S1000359,A1,B3,C2,D0,E3
S1000360,A2,B1,C1,D1,E1
S1000361,A0,B2,C1,D3,E0
S1000362,A0,B1,C3,D0,E3
S1000363,A1,B3,C1,D1,E1
S1000364,A3,B3,C1,D3,E0
S1000365,A0,B3,C1,D2,E3
S1000366,A3,B0,C2,D0,E1
S1000367,A2,B0,C3,D2,E0
S1000368,A0,B2,C2,D0,E3
S1000369,A3,B2,C3,D1,E3
S1000370,A0,B2,C3,D3,E0
S1000371,A2,B3,C0,D1,E0
S1000372,A1,B0,C3,D2,E1
S1000373,A3,B2,C0,D0,E1
S1000374,A3,B3,C2,D1,E2
S1000375,A3,B1,C0,D3,E1
S1000376,A1,B3,C0,D1,E1
S1000377,A3,B3,C3,D2,E1
S1000378,A1,B0,C2,D0,E0
S1000379,A1,B3,C3,D2,E3
S1000380,A0,B3,C2,D3,E1
S1000381,A1,B2,C0,D1,E0
S1000382,A0,B1,C2,D2,E3
S1000383,A3,B2,C1,D2,E2
S1000384,A0,B0,C3,D3,E2
S1000385,A0,B2,C0,D1,E1
S1000386,A0,B2,C3,D2,E3
S1000387,A0,B2,C2,D0,E1
S1000388,A0,B3,C3,D2,E1
S1000389,A3,B3,C0,D3,E1
S1000390,A3,B3,C1,D1,E2
S1000391,A3,B1,C0,D2,E0
S1000392,A0,B1,C1,D0,E3
S1000393,A0,B1,C2,D1,E2
S1000394,A3,B1,C0,D3,E3
S1000395,A3,B1,C1,D0,E3
S1000396,A2,B0,C2,D2,E0
S1000397,A1,B0,C0,D3,E2
S1000398,A3,B0,C3,D1,E0
S1000399,A3,B0,C1,D2,E3
S1000400,A2,B0,C3,D2,E3
S1000401,A2,B2,C3,D3,E2
S1000402,A3,B0,C1,D3,E1
S1000403,A3,B0,C0,D0,E1
S1000404,A2,B2,C0,D1,E3
S1000405,A1,B1,C3,D1,E2
S1000406,A1,B1,C2,D2,E3
S1000407,A0,B1,C1,D3,E1
S1000408,A2,B3,C2,D0,E2
S1000409,A2,B3,C1,D0,E1
S1000410,A1,B1,C3,D1,E3
S1000411,A1,B3,C0,D2,E2
S1000412,A1,B1,C3,D2,E2
S1000413,A1,B0,C2,D3,E0
S1000414,A3,B2,C3,D2,E3
S1000415,A2,B2,C3,D3,E3
S1000416,A1,B2,C2,D3,E2
S1000417,A1,B0,C3,D0,E2
S1000418,A0,B0,C1,D0,E1
S1000419,A3,B3,C3,D1,E0
S1000420,A2,B1,C0,D2,E0
S1000421,A0,B2,C2,D3,E2
S1000422,A3,B3,C0,D3,E1
S1000423,A2,B0,C1,D0,E2
S1000424,A2,B1,C3,D0,E0
S1000425,A3,B3,C3,D2,E1
S1000426,A2,B3,C3,D2,E0
S1000427,A1,B3,C1,D0,E0
S1000428,A1,B3,C0,D0,E3
S1000429,A3,B2,C0,D1,E3
S1000430,A3,B3,C0,D1,E1
S1000431,A1,B0,C1,D2,E0
S1000432,A1,B0,C2,D2,E0
S1000433,A1,B3,C0,D3,E3
S1000434,A3,B2,C1,D0,E3
S1000435,A2,B0,C3,D0,E2
S1000436,A1,B3,C2,D2,E1
S1000437,A1,B1,C3,D2,E1
S1000438,A2,B0,C0,D2,E0
S1000439,A1,B2,C3,D3,E2
S1000440,A0,B1,C2,D0,E3
S1000441,A3,B1,C1,D0,E1
S1000442,A1,B1,C1,D1,E3
S1000443,A1,B1,C0,D2,E0
S1000444,A1,B3,C0,D3,E0
S1000445,A0,B1,C2,D3,E3
S1000446,A3,B0,C1,D0,E2
S1000447,A3,B3,C0,D1,E0
S1000448,A3,B0,C1,D2,E3
S1000449,A3,B1,C0,D3,E3
S1000450,A3,B0,C3,D3,E2
S1000451,A0,B2,C3,D0,E0
S1000452,A2,B0,C0,D0,E3
S1000453,A2,B2,C1,D1,E2
S1000454,A2,B0,C1,D2,E3
S1000455,A2,B0,C2,D2,E1
S1000456,A1,B0,C0,D0,E1
S1000457,A3,B1,C2,D0,E0
S1000458,A2,B1,C3,D1,E2
S1000459,A2,B2,C0,D2,E0
S1000460,A1,B1,C1,D2,E1
S1000461,A1,B1,C0,D3,E0
S1000462,A2,B1,C1,D0,E1
S1000463,A2,B1,C3,D0,E3
S1000464,A1,B1,C2,D1,E2
S1000465,A0,B2,C2,D2,E3
S1000466,A0,B0,C1,D2,E1
S1000467,A1,B2,C3,D3,E0
S1000468,A1,B2,C0,D3,E0
S1000469,A0,B0,C2,D0,E2
S1000470,A1,B2,C0,D1,E1
S1000471,A1,B2,C1,D1,E2
S1000472,A1,B2,C0,D3,E0
S1000473,A0,B1,C3,D3,E1
S1000474,A3,B2,C2,D3,E2
S1000475,A1,B2,C2,D0,E3
S1000476,A0,B1,C0,D1,E1
S1000477,A0,B1,C1,D3,E0
S1000478,A2,B1,C1,D3,E1
S1000479,A3,B3,C0,D0,E2
S1000480,A1,B1,C1,D1,E1
S1000481,A2,B1,C0,D2,E1
S1000482,A0,B2,C1,D2,E0
S1000483,A2,B2,C3,D3,E0
S1000484,A3,B3,C2,D0,E3
S1000485,A2,B2,C0,D0,E1
S1000486,A2,B2,C3,D1,E2
S1000487,A1,B2,C3,D2,E2
S1000488,A2,B1,C2,D3,E1
S1000489,A1,B2,C3,D0,E2
S1000490,A0,B3,C1,D0,E0
S1000491,A2,B0,C3,D1,E3
S1000492,A2,B2,C0,D2,E0
S1000493,A1,B3,C3,D3,E2
S1000494,A0,B1,C1,D3,E1
S1000495,A0,B3,C2,D0,E1
S1000496,A0,B3,C1,D0,E3
S1000497,A0,B2,C2,D3,E0
S1000498,A0,B0,C3,D1,E3
S1000499,A3,B0,C2,D0,E3
S1000500,A2,B2,C0,D1,E1
S1000501,A1,B0,C1,D2,E1
S1000502,A0,B0,C0,D2,E0
S1000503,A3,B2,C0,D3,E0
S1000504,A3,B1,C3,D1,E0
S1000505,A3,B3,C3,D3,E3
S1000506,A2,B3,C2,D1,E2
S1000507,A2,B3,C0,D2,E0
S1000508,A0,B3,C2,D2,E0
S1000509,A3,B0,C3,D3,E3
S1000510,A2,B1,C3,D0,E0
S1000511,A2,B3,C1,D2,E3
S1000512,A1,B1,C2,D2,E0
S1000513,A2,B2,C2,D3,E1
S1000514,A2,B0,C0,D0,E3
S1000515,A1,B3,C0,D1,E3
S1000516,A0,B2,C3,D2,E3
S1000517,A0,B2,C0,D2,E3
S1000518,A2,B2,C3,D3,E2
S1000519,A2,B2,C2,D0,E2
S1000520,A1,B2,C1,D0,E1
S1000521,A0,B0,C0,D1,E3
S1000522,A3,B3,C3,D2,E3
S1000523,A1,B2,C2,D2,E2
S1000524,A0,B3,C2,D3,E1
S1000525,A0,B3,C1,D0,E1
S1000526,A3,B3,C2,D1,E3
S1000527,A1,B3,C1,D1,E2
S1000528,A0,B1,C2,D2,E1
S1000529,A0,B2,C0,D0,E3
S1000530,A3,B0,C3,D3,E0
S1000531,A1,B0,C1,D0,E3
S1000532,A0,B0,C1,D1,E1
S1000533,A0,B3,C0,D1,E2
S1000534,A2,B0,C1,D3,E0
S1000535,A2,B0,C3,D3,E3
S1000536,A2,B0,C1,D0,E3
S1000537,A0,B1,C2,D0,E2
S1000538,A2,B0,C3,D1,E0
S1000539,A2,B3,C2,D1,E1
S1000540,A2,B0,C3,D2,E3
S1000541,A2,B1,C1,D3,E1
S1000542,A2,B1,C3,D3,E3
S1000543,A2,B3,C1,D1,E1
S1000544,A1,B3,C2,D1,E0
S1000545,A2,B0,C1,D0,E0
S1000546,A2,B3,C3,D2,E3
S1000547,A2,B3,C0,D3,E2
S1000548,A2,B2,C1,D0,E1
S1000549,A2,B2,C3,D1,E0
S1000550,A2,B0,C1,D1,E0
S1000551,A2,B0,C2,D3,E0
S1000552,A2,B2,C3,D0,E3
S1000553,A0,B0,C0,D2,E3
S1000554,A0,B2,C3,D3,E3
S1000555,A3,B1,C0,D3,E1
S1000556,A3,B1,C1,D1,E0
S1000557,A3,B2,C0,D2,E1
S1000558,A1,B1,C0,D2,E0
S1000559,A0,B1,C0,D3,E0
S1000560,A3,B1,C3,D3,E1
S1000561,A2,B3,C1,D0,E1
S1000562,A3,B3,C1,D1,E2
S1000563,A3,B0,C3,D2,E2
S1000564,A3,B0,C1,D3,E2
S1000565,A3,B1,C2,D0,E1
S1000566,A3,B0,C0,D1,E1
S1000567,A2,B0,C2,D1,E3
S1000568,A1,B0,C1,D2,E0
S1000569,A1,B0,C3,D3,E3
S1000570,A3,B3,C0,D3,E3
S1000571,A2,B2,C3,D0,E2
S1000572,A2,B2,C0,D1,E2
S1000573,A1,B1,C3,D1,E1
S1000574,A1,B2,C2,D3,E1
S1000575,A1,B1,C3,D0,E0
S1000576,A1,B1,C0,D0,E1
S1000577,A2,B3,C1,D1,E1
S1000578,A0,B3,C0,D1,E0
S1000579,A0,B3,C3,D2,E2
S1000580,A3,B0,C2,D3,E3
S1000581,A1,B2,C3,D0,E1
S1000582,A1,B3,C1,D1,E3
S1000583,A0,B2,C3,D1,E1
S1000584,A0,B0,C1,D2,E2
S1000585,A3,B2,C0,D3,E0
S1000586,A3,B0,C2,D3,E1
S1000587,A3,B0,C0,D0,E3
S1000588,A0,B0,C2,D1,E2
S1000589,A0,B2,C3,D2,E2
S1000590,A3,B1,C2,D2,E2
S1000591,A2,B0,C3,D3,E0
S1000592,A0,B2,C0,D3,E3
S1000593,A3,B1,C3,D0,E3
S1000594,A3,B3,C0,D1,E2
S1000595,A2,B3,C1,D2,E1
S1000596,A1,B1,C0,D2,E2
S1000597,A1,B1,C1,D2,E0
S1000598,A2,B2,C3,D3,E2
S1000599,A2,B3,C1,D0,E3
S1000600,A2,B1,C0,D0,E2
S1000601,A2,B2,C3,D2,E3
S1000602,A2,B0,C2,D2,E0
S1000603,A2,B2,C2,D2,E3
S1000604,A0,B0,C1,D0,E1
S1000605,A0,B0,C3,D3,E2
S1000606,A2,B2,C3,D1,E2
S1000607,A1,B0,C2,D1,E0
S1000608,A1,B2,C1,D1,E3
S1000609,A0,B0,C0,D2,E0
S1000610,A1,B1,C3,D2,E2
S1000611,A0,B3,C2,D0,E0
S1000612,A0,B0,C2,D0,E1
S1000613,A1,B1,C1,D0,E0
S1000614,A1,B1,C0,D1,E2
S1000615,A1,B3,C3,D2,E3
S1000616,A3,B1,C1,D3,E1
S1000617,A2,B1,C1,D3,E0
S1000618,A3,B3,C0,D0,E0
S1000619,A3,B3,C2,D1,E1
S1000620,A0,B0,C3,D2,E3
S1000621,A0,B0,C3,D2,E3
S1000622,A3,B0,C0,D3,E2
S1000623,A2,B0,C1,D0,E0
S1000624,A2,B0,C0,D0,E1
S1000625,A0,B0,C1,D1,E0
S1000626,A2,B3,C2,D1,E2
S1000627,A2,B0,C2,D2,E2
S1000628,A1,B3,C2,D3,E1
S1000629,A2,B2,C0,D0,E3
S1000630,A2,B0,C3,D1,E3
S1000631,A2,B1,C1,D2,E2
S1000632,A1,B1,C0,D3,E0
S1000633,A0,B3,C1,D0,E1
S1000634,A1,B1,C2,D0,E3
S1000635,A1,B2,C1,D1,E2
S1000636,A1,B0,C2,D2,E2
S1000637,A2,B3,C0,D2,E0
S1000638,A1,B2,C2,D3,E0
S1000639,A1,B3,C3,D3,E3
S1000640,A0,B0,C1,D0,E0
S1000641,A0,B0,C1,D0,E2
S1000642,A0,B0,C2,D1,E3
S1000643,A1,B1,C3,D2,E1
S1000644,A0,B3,C3,D3,E3
S1000645,A0,B0,C3,D3,E1
S1000646,A3,B0,C0,D0,E3
S1000647,A1,B1,C3,D0,E2
S1000648,A3,B3,C0,D0,E2
S1000649,A2,B1,C1,D0,E1
S1000650,A3,B1,C0,D0,E1
S1000651,A2,B1,C0,D0,E0
S1000652,A2,B1,C3,D0,E0
S1000653,A3,B3,C2,D0,E0
S1000654,A3,B0,C1,D0,E0
S1000655,A1,B0,C3,D0,E3
S1000656,A3,B3,C0,D0,E3
S1000657,A1,B1,C1,D0,E3
S1000658,A3,B2,C3,D0,E0
S1000659,A2,B0,C0,D0,E3
S1000660,A3,B2,C1,D0,E1
S1000661,A2,B2,C2,D0,E1
S1000662,A1,B2,C0,D0,E1
S1000663,A0,B2,C3,D0,E1
S1000664,A2,B0,C2,D0,E1
S1000665,A0,B1,C1,D0,E1
S1000666,A3,B0,C0,D1,E1
S1000667,A1,B0,C0,D0,E1
S1000668,A0,B2,C1,D0,E2
S1000669,A2,B2,C0,D1,E3
S1000670,A1,B1,C0,D1,E3
S1000671,A0,B1,C3,D1,E0
S1000672,A1,B3,C3,D1,E2
S1000673,A0,B3,C1,D1,E2
S1000674,A3,B3,C0,D1,E1
S1000675,A0,B1,C3,D0,E1
S1000676,A3,B2,C1,D1,E2
S1000677,A0,B2,C0,D1,E2
S1000678,A3,B2,C1,D1,E1
S1000679,A0,B3,C2,D1,E3
S1000680,A0,B0,C0,D1,E3
S1000681,A3,B0,C3,D2,E3
S1000682,A3,B0,C2,D2,E0
S1000683,A1,B0,C2,D2,E0
S1000684,A3,B2,C0,D2,E2
S1000685,A2,B2,C1,D2,E2
S1000686,A0,B3,C3,D2,E2
S1000687,A2,B3,C2,D2,E1
S1000688,A3,B0,C1,D2,E1
S1000689,A2,B3,C0,D3,E1
S1000690,A2,B3,C2,D2,E0
S1000691,A1,B3,C3,D2,E0
S1000692,A2,B1,C0,D3,E1
S1000693,A1,B1,C2,D2,E1
S1000694,A3,B1,C3,D2,E0
S1000695,A2,B2,C2,D2,E0
S1000696,A3,B3,C1,D2,E2
S1000697,A2,B0,C3,D2,E2
S1000698,A1,B0,C2,D2,E2
S1000699,A0,B2,C0,D3,E2
S1000700,A2,B0,C0,D2,E2
S1000701,A1,B0,C2,D2,E2
S1000702,A2,B0,C0,D3,E2
S1000703,A0,B2,C0,D3,E2
S1000704,A1,B1,C1,D3,E1
